0,1,2,3,4,5,6,7,8,9,10
pip fruit,whole milk,coffee,salty snack,,,,,,,
bottled beer,whole milk,citrus fruit,other vegetables,soft cheese,,,,,,
whole milk,soda,,,,,,,,,
canned beer,whole milk,,,,,,,,,
cling film/bags,fruit/vegetable juice,,,,,,,,,
whipped/sour cream,canned beer,,,,,,,,,
bottled water,napkins,fruit/vegetable juice,hard cheese,,,,,,,
sausage,sausage,dog food,yogurt,hygiene articles,chocolate,,,,,
canned beer,chocolate,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
grapes,honey,,,,,,,,,
pastry,beverages,,,,,,,,,
hamburger meat,cookware,pastry,,,,,,,,
finished products,root vegetables,,,,,,,,,
frozen meals,detergent,,,,,,,,,
UHT-milk,specialty cheese,,,,,,,,,
yogurt,yogurt,,,,,,,,,
zwieback,butter,,,,,,,,,
bottled water,detergent,domestic eggs,yogurt,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
other vegetables,UHT-milk,,,,,,,,,
meat,other vegetables,chewing gum,,,,,,,,
tidbits,whole milk,frozen vegetables,,,,,,,,
shopping bags,fruit/vegetable juice,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
soda,roll products ,seasonal products,,,,,,,,
canned beer,salty snack,,,,,,,,,
soda,yogurt,white bread,,,,,,,,
beef,candy,,,,,,,,,
butter,baking powder,brown bread,,,,,,,,
sausage,fruit/vegetable juice,bottled water,,,,,,,,
chocolate marshmallow,soda,,,,,,,,,
soda,sliced cheese,,,,,,,,,
rolls/buns,canned vegetables,,,,,,,,,
frankfurter,pastry,,,,,,,,,
ice cream,white wine,soups,instant coffee,,,,,,,
spread cheese,specialty bar,,,,,,,,,
canned beer,yogurt,,,,,,,,,
onions,other vegetables,,,,,,,,,
white bread,mustard,,,,,,,,,
soda,soda,,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
other vegetables,pasta,,,,,,,,,
pip fruit,bottled water,,,,,,,,,
whole milk,roll products ,rice,,,,,,,,
citrus fruit,waffles,,,,,,,,,
whole milk,organic products,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
whipped/sour cream,hard cheese,,,,,,,,,
organic sausage,whipped/sour cream,,,,,,,,,
softener,salt,whole milk,,,,,,,,
soda,other vegetables,chocolate,,,,,,,,
frankfurter,whole milk,,,,,,,,,
sausage,other vegetables,,,,,,,,,
pip fruit,dog food,soft cheese,packaged fruit/vegetables,pastry,domestic eggs,,,,,
canned beer,canned beer,dessert,packaged fruit/vegetables,flour,meat spreads,,,,,
soups,margarine,,,,,,,,,
bottled beer,frozen dessert,,,,,,,,,
sausage,curd,yogurt,,,,,,,,
tropical fruit,sweet spreads,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
chicken,pastry,,,,,,,,,
beverages,other vegetables,,,,,,,,,
canned beer,newspapers,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
chicken,soda,canned fish,,,,,,,,
sausage,pastry,bottled beer,UHT-milk,,,,,,,
frozen fish,rolls/buns,,,,,,,,,
rolls/buns,onions,,,,,,,,,
root vegetables,yogurt,,,,,,,,,
turkey,soft cheese,other vegetables,canned beer,,,,,,,
frankfurter,hamburger meat,,,,,,,,,
tropical fruit,berries,beef,butter milk,yogurt,sliced cheese,,,,,
bottled beer,root vegetables,hygiene articles,,,,,,,,
pot plants,shopping bags,coffee,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
whole milk,pastry,,,,,,,,,
other vegetables,dish cleaner,,,,,,,,,
misc. beverages,liquor (appetizer),,,,,,,,,
rolls/buns,dessert,bottled water,chocolate,,,,,,,
frankfurter,white wine,,,,,,,,,
yogurt,whole milk,pickled vegetables,long life bakery product,mustard,,,,,,
salty snack,chocolate,,,,,,,,,
margarine,frozen vegetables,,,,,,,,,
yogurt,roll products ,fruit/vegetable juice,,,,,,,,
long life bakery product,zwieback,,,,,,,,,
meat,curd,,,,,,,,,
liver loaf,onions,,,,,,,,,
chicken,herbs,,,,,,,,,
Instant food products,white bread,semi-finished bread,,,,,,,,
shopping bags,rolls/buns,,,,,,,,,
beef,coffee,,,,,,,,,
rolls/buns,specialty bar,spread cheese,,,,,,,,
misc. beverages,bottled water,,,,,,,,,
pip fruit,specialty bar,,,,,,,,,
pork,soda,,,,,,,,,
other vegetables,soda,UHT-milk,salty snack,,,,,,,
sausage,whipped/sour cream,soda,,,,,,,,
whole milk,frozen fish,,,,,,,,,
root vegetables,tropical fruit,other vegetables,processed cheese,,,,,,,
tropical fruit,canned beer,,,,,,,,,
soda,grapes,,,,,,,,,
misc. beverages,rice,soda,,,,,,,,
grapes,frozen vegetables,,,,,,,,,
pastry,waffles,,,,,,,,,
grapes,yogurt,frozen potato products,,,,,,,,
whole milk,shopping bags,,,,,,,,,
whole milk,domestic eggs,yogurt,,,,,,,,
hamburger meat,bottled beer,,,,,,,,,
waffles,butter milk,domestic eggs,,,,,,,,
other vegetables,cookware,canned beer,canned beer,frozen vegetables,butter,ice cream,bottled water,,,
pip fruit,white wine,root vegetables,shopping bags,,,,,,,
other vegetables,frozen vegetables,cling film/bags,bottled water,,,,,,,
processed cheese,rolls/buns,canned fish,,,,,,,,
chicken,long life bakery product,,,,,,,,,
detergent,other vegetables,oil,beverages,rolls/buns,specialty bar,,,,,
whipped/sour cream,cake bar,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
bottled water,root vegetables,,,,,,,,,
whole milk,waffles,chocolate,,,,,,,,
newspapers,specialty vegetables,,,,,,,,,
chewing gum,cake bar,,,,,,,,,
sugar,candy,,,,,,,,,
frozen fish,rolls/buns,,,,,,,,,
beef,pork,,,,,,,,,
yogurt,long life bakery product,onions,hygiene articles,sugar,,,,,,
frankfurter,long life bakery product,sugar,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
onions,waffles,,,,,,,,,
tropical fruit,canned beer,hygiene articles,,,,,,,,
canned beer,curd,pastry,,,,,,,,
whole milk,pork,UHT-milk,sliced cheese,beverages,,,,,,
rolls/buns,pastry,butter,processed cheese,other vegetables,whole milk,chocolate,hard cheese,butter,,
whipped/sour cream,hygiene articles,,,,,,,,,
specialty fat,liquor (appetizer),,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
other vegetables,salty snack,syrup,newspapers,oil,,,,,,
root vegetables,soda,,,,,,,,,
rolls/buns,long life bakery product,,,,,,,,,
canned beer,pork,,,,,,,,,
organic sausage,semi-finished bread,,,,,,,,,
pip fruit,yogurt,whole milk,yogurt,bottled beer,newspapers,,,,,
meat,yogurt,,,,,,,,,
rolls/buns,soda,other vegetables,vinegar,,,,,,,
other vegetables,fruit/vegetable juice,,,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
root vegetables,butter,,,,,,,,,
ham,berries,,,,,,,,,
pip fruit,yogurt,,,,,,,,,
frankfurter,soft cheese,mustard,,,,,,,,
herbs,vinegar,chocolate,cleaner,,,,,,,
frankfurter,canned fish,beverages,,,,,,,,
whole milk,grapes,,,,,,,,,
meat,bottled water,,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
bottled water,soda,margarine,candy,,,,,,,
whipped/sour cream,tropical fruit,,,,,,,,,
fruit/vegetable juice,yogurt,rolls/buns,frozen vegetables,,,,,,,
white bread,frozen vegetables,,,,,,,,,
frankfurter,cream cheese ,yogurt,baking powder,,,,,,,
frozen vegetables,newspapers,,,,,,,,,
whole milk,berries,,,,,,,,,
sausage,napkins,,,,,,,,,
chicken,soda,,,,,,,,,
ketchup,potato products,,,,,,,,,
other vegetables,UHT-milk,,,,,,,,,
margarine,sugar,,,,,,,,,
soda,bottled water,seasonal products,,,,,,,,
canned beer,sausage,onions,canned beer,,,,,,,
sausage,frozen meals,long life bakery product,soda,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
root vegetables,frozen fish,,,,,,,,,
coffee,soda,,,,,,,,,
frankfurter,ice cream,,,,,,,,,
grapes,butter,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
canned beer,red/blush wine,,,,,,,,,
onions,sauces,,,,,,,,,
whole milk,root vegetables,newspapers,,,,,,,,
bottled beer,pastry,cream cheese ,,,,,,,,
ham,butter milk,,,,,,,,,
herbs,whole milk,,,,,,,,,
rolls/buns,soda,,,,,,,,,
grapes,rolls/buns,,,,,,,,,
pork,candy,yogurt,,,,,,,,
other vegetables,newspapers,,,,,,,,,
dessert,hamburger meat,,,,,,,,,
ham,other vegetables,,,,,,,,,
chicken,hamburger meat,shopping bags,,,,,,,,
frankfurter,soda,,,,,,,,,
yogurt,dog food,,,,,,,,,
sausage,sugar,,,,,,,,,
tropical fruit,brown bread,whole milk,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
frankfurter,yogurt,waffles,,,,,,,,
dessert,cream cheese ,,,,,,,,,
pot plants,grapes,brown bread,other vegetables,kitchen towels,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
bottled beer,hard cheese,,,,,,,,,
whole milk,bottled water,whipped/sour cream,,,,,,,,
canned beer,coffee,flour,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
liver loaf,processed cheese,canned beer,,,,,,,,
butter milk,cleaner,bottled water,,,,,,,,
frozen vegetables,pastry,,,,,,,,,
curd,butter,,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
pot plants,bottled water,,,,,,,,,
specialty cheese,sliced cheese,,,,,,,,,
sausage,canned beer,,,,,,,,,
soda,curd cheese,root vegetables,semi-finished bread,,,,,,,
hamburger meat,brown bread,chewing gum,,,,,,,,
yogurt,frozen vegetables,,,,,,,,,
turkey,newspapers,white wine,,,,,,,,
ham,sausage,detergent,whipped/sour cream,yogurt,dishes,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
hamburger meat,yogurt,,,,,,,,,
ham,bottled beer,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
whole milk,waffles,soft cheese,domestic eggs,dish cleaner,bathroom cleaner,,,,,
curd,soda,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
cereals,newspapers,,,,,,,,,
candy,whole milk,,,,,,,,,
whole milk,butter,soda,fruit/vegetable juice,,,,,,,
white bread,hamburger meat,pastry,frozen meals,,,,,,,
whole milk,whole milk,canned beer,Instant food products,,,,,,,
whole milk,coffee,,,,,,,,,
root vegetables,sausage,cream cheese ,curd,UHT-milk,,,,,,
dessert,rolls/buns,,,,,,,,,
white wine,sugar,,,,,,,,,
ham,pastry,,,,,,,,,
canned vegetables,whole milk,,,,,,,,,
misc. beverages,napkins,,,,,,,,,
zwieback,bottled water,,,,,,,,,
canned beer,nuts/prunes,,,,,,,,,
hard cheese,dessert,,,,,,,,,
hamburger meat,whipped/sour cream,,,,,,,,,
tropical fruit,frozen meals,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
root vegetables,chocolate,,,,,,,,,
coffee,UHT-milk,,,,,,,,,
sausage,domestic eggs,,,,,,,,,
tropical fruit,soda,,,,,,,,,
root vegetables,root vegetables,white wine,whipped/sour cream,abrasive cleaner,soda,,,,,
rolls/buns,mustard,,,,,,,,,
liver loaf,fruit/vegetable juice,,,,,,,,,
butter,whipped/sour cream,,,,,,,,,
citrus fruit,waffles,,,,,,,,,
napkins,other vegetables,pot plants,,,,,,,,
bottled water,other vegetables,,,,,,,,,
pip fruit,ice cream,,,,,,,,,
chicken,butter,rolls/buns,shopping bags,soda,,,,,,
tropical fruit,waffles,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
pip fruit,dishes,soft cheese,,,,,,,,
rolls/buns,photo/film,,,,,,,,,
frozen vegetables,coffee,,,,,,,,,
frankfurter,bottled water,,,,,,,,,
canned beer,dessert,fruit/vegetable juice,,,,,,,,
tropical fruit,soda,,,,,,,,,
pip fruit,tropical fruit,waffles,root vegetables,,,,,,,
ice cream,photo/film,flour,,,,,,,,
soda,other vegetables,,,,,,,,,
other vegetables,citrus fruit,,,,,,,,,
dish cleaner,curd,,,,,,,,,
specialty chocolate,vinegar,,,,,,,,,
bottled water,newspapers,,,,,,,,,
beef,Instant food products,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
snack products,liquor (appetizer),,,,,,,,,
whole milk,butter,,,,,,,,,
hamburger meat,coffee,,,,,,,,,
coffee,pip fruit,,,,,,,,,
bottled beer,pastry,,,,,,,,,
sausage,chocolate,newspapers,,,,,,,,
cream cheese ,fruit/vegetable juice,,,,,,,,,
sausage,long life bakery product,,,,,,,,,
whole milk,beef,beverages,yogurt,,,,,,,
rolls/buns,hard cheese,,,,,,,,,
whole milk,canned beer,,,,,,,,,
root vegetables,fruit/vegetable juice,specialty chocolate,,,,,,,,
fruit/vegetable juice,root vegetables,,,,,,,,,
sausage,detergent,,,,,,,,,
ham,tropical fruit,,,,,,,,,
chicken,brown bread,bottled beer,,,,,,,,
butter milk,yogurt,,,,,,,,,
UHT-milk,whole milk,,,,,,,,,
cat food,whole milk,,,,,,,,,
red/blush wine,yogurt,,,,,,,,,
zwieback,frozen dessert,shopping bags,cream cheese ,,,,,,,
dessert,curd,whole milk,bottled water,,,,,,,
bottled beer,white wine,candles,,,,,,,,
citrus fruit,canned beer,,,,,,,,,
onions,berries,,,,,,,,,
tropical fruit,waffles,,,,,,,,,
bottled beer,rolls/buns,waffles,,,,,,,,
ham,rolls/buns,whole milk,rum,berries,cleaner,,,,,
canned beer,specialty cheese,,,,,,,,,
sausage,pip fruit,hard cheese,frozen vegetables,,,,,,,
soda,shopping bags,napkins,,,,,,,,
whole milk,bottled water,waffles,,,,,,,,
soda,whole milk,,,,,,,,,
chocolate,brown bread,,,,,,,,,
berries,cat food,pip fruit,specialty bar,,,,,,,
bottled water,root vegetables,bottled water,,,,,,,,
fruit/vegetable juice,canned fish,,,,,,,,,
newspapers,roll products ,,,,,,,,,
butter,soda,,,,,,,,,
pip fruit,spices,,,,,,,,,
tropical fruit,salty snack,,,,,,,,,
frozen vegetables,other vegetables,,,,,,,,,
pasta,hamburger meat,dessert,bottled water,,,,,,,
whipped/sour cream,grapes,yogurt,spread cheese,,,,,,,
beef,domestic eggs,,,,,,,,,
pip fruit,pork,seasonal products,canned beer,,,,,,,
frozen meals,other vegetables,,,,,,,,,
beef,sugar,,,,,,,,,
frozen potato products,rolls/buns,,,,,,,,,
herbs,pip fruit,,,,,,,,,
mustard,yogurt,cat food,bottled beer,,,,,,,
canned beer,other vegetables,,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
frankfurter,tropical fruit,,,,,,,,,
shopping bags,yogurt,,,,,,,,,
sausage,canned beer,,,,,,,,,
whole milk,frozen potato products,,,,,,,,,
newspapers,white bread,rolls/buns,beverages,,,,,,,
whole milk,pip fruit,,,,,,,,,
hamburger meat,hygiene articles,soda,tropical fruit,,,,,,,
sausage,sugar,,,,,,,,,
butter,brown bread,,,,,,,,,
other vegetables,soda,,,,,,,,,
root vegetables,whipped/sour cream,chocolate,,,,,,,,
sausage,ice cream,rolls/buns,,,,,,,,
sausage,berries,pasta,,,,,,,,
hair spray,chocolate,rolls/buns,,,,,,,,
chicken,spread cheese,,,,,,,,,
ice cream,soda,,,,,,,,,
other vegetables,sparkling wine,frozen meals,rolls/buns,,,,,,,
citrus fruit,misc. beverages,,,,,,,,,
specialty chocolate,liquor,,,,,,,,,
citrus fruit,waffles,,,,,,,,,
chicken,condensed milk,,,,,,,,,
canned beer,soda,candles,pickled vegetables,,,,,,,
butter,specialty chocolate,frozen meals,,,,,,,,
whole milk,UHT-milk,,,,,,,,,
frankfurter,canned beer,,,,,,,,,
brown bread,flour,,,,,,,,,
domestic eggs,bottled beer,,,,,,,,,
butter,onions,napkins,,,,,,,,
canned beer,other vegetables,margarine,,,,,,,,
sausage,chewing gum,,,,,,,,,
pip fruit,soda,,,,,,,,,
chicken,pastry,,,,,,,,,
soda,salt,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
whole milk,yogurt,chocolate,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
butter,candy,candy,,,,,,,,
male cosmetics,canned beer,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
whole milk,candy,semi-finished bread,candy,,,,,,,
soft cheese,napkins,,,,,,,,,
cat food,candy,,,,,,,,,
pip fruit,nut snack,napkins,,,,,,,,
chicken,yogurt,,,,,,,,,
berries,other vegetables,,,,,,,,,
soda,whole milk,,,,,,,,,
nuts/prunes,whole milk,,,,,,,,,
domestic eggs,whole milk,,,,,,,,,
nuts/prunes,long life bakery product,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
soda,other vegetables,frozen vegetables,,,,,,,,
other vegetables,other vegetables,frozen dessert,waffles,soda,,,,,,
pip fruit,whole milk,tropical fruit,,,,,,,,
canned beer,hygiene articles,pork,soft cheese,bottled beer,rolls/buns,chocolate marshmallow,,,,
misc. beverages,pastry,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
finished products,whole milk,baking powder,,,,,,,,
tropical fruit,pork,cream cheese ,UHT-milk,butter milk,,,,,,
pork,other vegetables,curd,domestic eggs,domestic eggs,domestic eggs,,,,,
citrus fruit,tropical fruit,,,,,,,,,
salty snack,soups,,,,,,,,,
canned beer,napkins,rolls/buns,,,,,,,,
flower soil/fertilizer,tropical fruit,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
pork,newspapers,root vegetables,,,,,,,,
tropical fruit,rolls/buns,Instant food products,,,,,,,,
whole milk,hard cheese,,,,,,,,,
margarine,soda,,,,,,,,,
frozen potato products,whipped/sour cream,,,,,,,,,
soda,rolls/buns,,,,,,,,,
candy,cake bar,,,,,,,,,
tropical fruit,cat food,,,,,,,,,
tropical fruit,mustard,,,,,,,,,
citrus fruit,soda,butter,hard cheese,,,,,,,
other vegetables,cake bar,,,,,,,,,
brown bread,packaged fruit/vegetables,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
sausage,berries,,,,,,,,,
butter,other vegetables,,,,,,,,,
pork,cream cheese ,yogurt,,,,,,,,
other vegetables,butter milk,,,,,,,,,
candles,other vegetables,,,,,,,,,
citrus fruit,red/blush wine,,,,,,,,,
butter,processed cheese,whole milk,curd,,,,,,,
tropical fruit,organic products,,,,,,,,,
beef,onions,,,,,,,,,
soda,flower (seeds),jam,,,,,,,,
frankfurter,brandy,,,,,,,,,
chicken,herbs,frozen meals,,,,,,,,
tropical fruit,soda,oil,,,,,,,,
meat,waffles,,,,,,,,,
yogurt,sausage,whole milk,shopping bags,white bread,dog food,baking powder,sliced cheese,,,
butter,margarine,,,,,,,,,
citrus fruit,bottled beer,,,,,,,,,
pork,other vegetables,,,,,,,,,
tropical fruit,hygiene articles,candles,,,,,,,,
brown bread,dessert,,,,,,,,,
pip fruit,frozen fish,,,,,,,,,
long life bakery product,onions,,,,,,,,,
curd,whole milk,,,,,,,,,
UHT-milk,flower soil/fertilizer,salty snack,,,,,,,,
sausage,bottled water,,,,,,,,,
whole milk,bottled water,chicken,citrus fruit,canned vegetables,,,,,,
bottled water,citrus fruit,butter,whole milk,,,,,,,
whole milk,other vegetables,,,,,,,,,
other vegetables,dessert,,,,,,,,,
bottled beer,jam,male cosmetics,dessert,,,,,,,
pastry,whole milk,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
chicken,frozen vegetables,,,,,,,,,
sausage,whole milk,,,,,,,,,
citrus fruit,onions,,,,,,,,,
photo/film,frankfurter,other vegetables,curd,waffles,,,,,,
pork,bottled beer,,,,,,,,,
rolls/buns,other vegetables,yogurt,frozen vegetables,,,,,,,
red/blush wine,other vegetables,rolls/buns,,,,,,,,
frankfurter,fruit/vegetable juice,hard cheese,whole milk,rolls/buns,,,,,,
sausage,other vegetables,,,,,,,,,
other vegetables,beverages,,,,,,,,,
pork,domestic eggs,,,,,,,,,
fruit/vegetable juice,chewing gum,,,,,,,,,
tropical fruit,bottled beer,,,,,,,,,
whole milk,citrus fruit,,,,,,,,,
ham,pastry,,,,,,,,,
meat,yogurt,soda,red/blush wine,,,,,,,
pastry,soda,instant coffee,,,,,,,,
root vegetables,red/blush wine,,,,,,,,,
bottled water,chocolate,,,,,,,,,
hygiene articles,other vegetables,,,,,,,,,
brown bread,newspapers,margarine,,,,,,,,
root vegetables,margarine,,,,,,,,,
packaged fruit/vegetables,margarine,napkins,,,,,,,,
other vegetables,root vegetables,,,,,,,,,
tropical fruit,UHT-milk,,,,,,,,,
whole milk,sausage,,,,,,,,,
root vegetables,ham,,,,,,,,,
citrus fruit,tropical fruit,soda,coffee,domestic eggs,,,,,,
sausage,newspapers,,,,,,,,,
sausage,root vegetables,bottled beer,butter,whole milk,newspapers,yogurt,,,,
pork,soda,brandy,sausage,rolls/buns,whole milk,yogurt,frozen dessert,shopping bags,,
berries,bottled beer,,,,,,,,,
ice cream,grapes,,,,,,,,,
whole milk,coffee,salty snack,root vegetables,yogurt,oil,soft cheese,,,,
kitchen towels,rolls/buns,,,,,,,,,
yogurt,hygiene articles,,,,,,,,,
hamburger meat,bottled beer,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
ham,whole milk,shopping bags,,,,,,,,
beef,canned beer,,,,,,,,,
whole milk,soda,,,,,,,,,
root vegetables,chocolate marshmallow,,,,,,,,,
sausage,onions,,,,,,,,,
yogurt,whole milk,ham,citrus fruit,frozen vegetables,whole milk,,,,,
dessert,newspapers,bottled water,,,,,,,,
citrus fruit,pet care,,,,,,,,,
beverages,soda,,,,,,,,,
sausage,chicken,margarine,yogurt,,,,,,,
other vegetables,butter,,,,,,,,,
other vegetables,mayonnaise,beverages,,,,,,,,
rolls/buns,dishes,,,,,,,,,
beef,whipped/sour cream,,,,,,,,,
butter,canned beer,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
hamburger meat,yogurt,,,,,,,,,
other vegetables,photo/film,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
soda,other vegetables,,,,,,,,,
coffee,pip fruit,,,,,,,,,
other vegetables,berries,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
canned beer,dental care,,,,,,,,,
frankfurter,soda,other vegetables,rolls/buns,rolls/buns,,,,,,
root vegetables,whipped/sour cream,shopping bags,,,,,,,,
curd,whole milk,,,,,,,,,
flower soil/fertilizer,waffles,,,,,,,,,
tropical fruit,berries,chocolate,,,,,,,,
liver loaf,margarine,cat food,,,,,,,,
dessert,frozen vegetables,,,,,,,,,
whole milk,soda,,,,,,,,,
bottled water,dessert,,,,,,,,,
shopping bags,flower (seeds),curd cheese,decalcifier,,,,,,,
newspapers,flour,frozen fish,cream cheese ,,,,,,,
canned beer,canned beer,,,,,,,,,
citrus fruit,fruit/vegetable juice,,,,,,,,,
flour,chocolate marshmallow,,,,,,,,,
sausage,bathroom cleaner,,,,,,,,,
candy,long life bakery product,,,,,,,,,
soda,hygiene articles,,,,,,,,,
chocolate,brown bread,salty snack,,,,,,,,
root vegetables,newspapers,,,,,,,,,
UHT-milk,pip fruit,,,,,,,,,
dog food,sausage,dessert,shopping bags,,,,,,,
misc. beverages,salt,,,,,,,,,
frozen meals,bottled water,,,,,,,,,
